Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
.	tS(CGA)C	chrIII	+	228042	228109	1.518382	1.538588	4.471117
.	YCR066W	chrIII	+	232963	232994	13.280601	13.742985	39.936928
.	YCR067C	chrIII	-	233037	233125	4.741257	4.872985	14.160830
.	YCR068W	chrIII	+	238776	238800	17.000000	17.226229	50.059193
.	YCR072C	chrIII	-	240647	240805	4.106918	4.161571	12.093470
.	YCR073W-A	chrIII	+	247910	247961	4.211538	4.267583	12.401541
.	YCR075C	chrIII	-	247998	248033	15.361111	15.565531	45.233223
.	YCR076C	chrIII	-	249102	249293	44.354168	44.944416	130.607880
.	YCR077C	chrIII	-	250228	250238	15.818182	16.028685	46.579144
.	YCR079W	chrIII	+	254173	254275	4.786408	4.850103	14.094337
.	YCR083W	chrIII	+	259961	260594	61.417980	62.235306	180.854965
.	YCR084C	chrIII	-	260200	260311	0.000000	0.000000	0.000000
.	YCR085W	chrIII	+	263269	263311	1.348837	1.366787	3.971864
.	YCR088W	chrIII	+	266846	266961	75.853447	76.862877	223.362488
.	YCR092C	chrIII	-	276392	276764	10.447721	10.586755	30.764969
.	YCR091W	chrIII	+	276566	276724	0.000000	0.000000	0.000000
.	YCR093W	chrIII	+	286443	286542	1.640000	1.661824	4.829240
.	YCR094W	chrIII	+	287937	288228	27.273973	27.636925	80.312538
.	YCR098C	chrIII	-	297034	297049	2.062500	2.089947	6.073358
.	YCR100C	chrIII	-	301258	301271	13.142858	13.317758	38.701229
.	YCR101C	chrIII	-	302450	302482	3.030303	3.070629	8.923207
.	YCR106W	chrIII	+	313456	313538	12.180723	12.342819	35.868069
.	YDL248W	chrIV	+	2953	3116	27.298780	27.662062	80.385582
.	YDL247W	chrIV	+	7814	7901	1.193182	1.209060	3.513513
.	YDR223W	chrIV	+	913502	913625	6.088710	6.169736	17.929171
.	YDR224C	chrIV	-	914107	914317	20.056871	20.323780	59.060638
.	YDR225W	chrIV	+	915928	916216	159.532867	161.655853	469.769775
.	YDR226W	chrIV	+	917154	917214	123.786888	125.434204	364.510132
.	YDR227W	chrIV	+	921647	921829	14.415300	14.607134	42.448135
.	YDR228C	chrIV	-	921909	921926	8.944445	9.063474	26.338335
.	YDR229W	chrIV	+	926146	926166	12.761905	12.931736	37.579453
.	YDR232W	chrIV	+	929098	929165	64.808823	65.671272	190.839844
.	YDR234W	chrIV	+	933210	933241	30.531250	30.937548	89.904099
.	YDR235W	chrIV	+	935138	935192	4.872727	4.937572	14.348516
.	YDR237W	chrIV	+	937493	937638	12.664384	12.832916	37.292286
.	YDR240C	chrIV	-	943650	943674	17.799999	18.036877	52.414925
.	tY(GUA)D	chrIV	+	946400	946421	5.681818	5.757430	16.731012
.	YDR242W	chrIV	+	948456	948683	15.627193	15.835154	46.016747
.	YDR245W	chrIV	+	953981	953994	12.857142	13.028240	37.859890
.	YDR246W	chrIV	+	954947	955549	13.774461	13.957766	40.561081
.	YDR247W	chrIV	+	957398	957500	57.223301	57.984806	168.503067
.	YDR249C	chrIV	-	958655	958681	18.000000	18.239536	53.003853
.	YDR251W	chrIV	+	963106	963374	19.654276	19.915827	57.875130
.	YDR252W	chrIV	+	963861	963930	5.583422	5.703475	16.574223
.	YDR253C	chrIV	-	963977	963990	9.614036	9.915938	28.815584
.	YDR254W	chrIV	+	966489	966508	1.850000	1.874619	5.447618
.	YDR255C	chrIV	-	966522	966557	2.555556	2.589564	7.525239
.	YDL240W	chrIV	+	25876	25926	6.137255	6.218927	18.072119
.	YDL239C	chrIV	-	26356	26403	1.270833	1.287745	3.742169
.	YDL238C	chrIV	-	27608	28985	17.638607	17.873335	51.939674
.	YDL237W	chrIV	+	31829	31917	20.426966	20.698801	60.150444
.	YDL236W	chrIV	+	33234	34040	106.915741	108.338531	314.830353
.	YDL232W	chrIV	+	38597	38678	62.329269	63.158722	183.538406
.	YDL231C	chrIV	-	38843	38867	4.600000	4.661215	13.545428
.	YDL230W	chrIV	+	43707	43786	6.137500	6.219175	18.072842
.	YDL229W	chrIV	+	45906	46040	21.692593	21.981268	63.877274
.	YDL226C	chrIV	-	51104	51115	28.416666	28.794823	83.677376
.	YDL225W	chrIV	+	54100	54112	146.923080	148.878265	432.638306
.	YDL224C	chrIV	-	54385	54397	1.076923	1.091254	3.171170
.	YDL220C	chrIV	-	62152	62244	7.032258	7.125841	20.707598
.	YDL219W	chrIV	+	65765	65867	53.728157	54.443146	158.211060
.	YDL218W	chrIV	+	67446	67470	3.760000	3.810037	11.071916
.	YDL217C	chrIV	-	67591	67983	29.786259	30.182644	87.710358
.	YDL216C	chrIV	-	68977	68997	4.047619	4.101483	11.918855
.	YDL214C	chrIV	-	74434	74446	1.153846	1.169201	3.397682
.	YDL213C	chrIV	-	76947	77289	7.049562	7.143375	20.758553
.	YDL212W	chrIV	+	79058	80306	10.765412	10.908674	31.700460
.	YDL211C	chrIV	-	79281	79294	0.000000	0.000000	0.000000
.	YDL210W	chrIV	+	85985	86027	1.953488	1.979484	5.752355
.	YDL205C	chrIV	-	92708	92762	12.636364	12.804523	37.209774
.	YDL203C	chrIV	-	95889	96082	11.871134	12.029110	34.956436
.	YDL202W	chrIV	+	99224	99692	30.228146	30.630411	89.011566
.	YDL201W	chrIV	+	100421	100565	10.365518	10.503458	30.522909
.	YDL200C	chrIV	-	100448	100501	0.000000	0.160766	0.467185
.	YDL199C	chrIV	-	101195	101290	3.093750	3.134920	9.110037
.	YDL198C	chrIV	-	103407	103649	7.032922	7.126513	20.709553
.	YDL197C	chrIV	-	104907	104917	20.454546	20.726746	60.231651
.	YDL195W	chrIV	+	111029	111072	14.136364	14.324485	41.626762
.	YDL194W	chrIV	+	114234	114363	6.330769	6.415016	18.641953
.	YDL193W	chrIV	+	115799	115818	19.950001	20.215487	58.745934
.	YDL190C	chrIV	-	118676	118707	62.156250	62.983402	183.028915
.	YDL189W	chrIV	+	123589	123670	18.097561	18.338396	53.291134
.	YDL188C	chrIV	-	123813	123865	11.603773	11.758192	34.169147
.	YDL186W	chrIV	+	126449	126475	1.148148	1.163427	3.380904
.	YDL183C	chrIV	-	130713	130871	6.018868	6.098965	17.723511
.	YDL182W	chrIV	+	134723	135103	36.603676	37.090782	107.785324
.	YDL181W	chrIV	+	135436	135557	25.262295	25.598476	74.388824
.	YDL180W	chrIV	+	137539	137877	6.100295	6.181476	17.963285
.	YDL179W	chrIV	+	139205	139300	5.677083	5.752632	16.717070
.	YDL178W	chrIV	+	141114	141264	6.814569	6.905254	20.066578
.	YDL177C	chrIV	-	141126	141209	0.000000	0.000000	0.000000
.	YDL175C	chrIV	-	143740	144484	14.206712	14.395769	41.833916
.	YDL174C	chrIV	-	145729	145826	6.438776	6.524460	18.959995
.	YDL173W	chrIV	+	149078	149097	39.849998	40.380310	117.344635
.	YDL171C	chrIV	-	149170	149203	0.970588	0.983504	2.858050
.	YDL170W	chrIV	+	157904	158133	7.334783	7.432391	21.598431
.	YDL169C	chrIV	-	157957	158064	0.000000	0.000000	0.000000
.	YDL168W	chrIV	+	160764	160794	69.903229	70.833473	205.841141
.	YDL167C	chrIV	-	160859	160995	43.125462	44.141747	128.275345
.	YDL166C	chrIV	-	163296	163449	4.857143	4.921780	14.302627
.	YDL164C	chrIV	-	164827	164987	24.142857	24.464140	71.092461
.	YDL165W	chrIV	+	164865	164981	0.000000	0.000000	0.000000
.	YDL157C	chrIV	-	174130	174232	80.708740	81.782776	237.659683
.	YDL156W	chrIV	+	176486	176541	22.214285	22.509905	65.413475
.	YDL155W	chrIV	+	178056	178070	87.199997	88.360420	256.774200
.	YDL150W	chrIV	+	184611	184698	14.227273	14.416604	41.894459
.	YDL149W	chrIV	+	187918	187929	11.416667	11.568596	33.618183
.	YDL148C	chrIV	-	188141	188154	18.714285	18.963326	55.107174
.	YDL147W	chrIV	+	192261	192283	95.434784	96.704796	281.022827
.	YDL144C	chrIV	-	198494	198662	8.053254	8.160423	23.714083
.	YDL143W	chrIV	+	201582	201719	16.123188	16.337749	47.477280
.	YDL140C	chrIV	-	205341	205360	1.050000	1.063973	3.091891
.	YDL139C	chrIV	-	211303	211375	6.383562	6.468512	18.797409
.	YDL138W	chrIV	+	215642	215760	16.092438	16.306587	47.386726
.	YDL135C	chrIV	-	218542	218680	113.237411	114.744331	333.445496
.	YDL134C	chrIV	-	219652	219662	14.181818	14.370544	41.760609
.	YDL133W	chrIV	+	223740	223836	9.381443	9.506288	27.625145
.	YDL131W	chrIV	+	228715	228742	137.857147	139.691711	405.942230
.	YDL130W-A	chrIV	+	229431	229441	209.272720	212.057632	616.236694
.	YDL130W	chrIV	+	230527	230663	95.795624	97.070435	282.085388
.	YDL129W	chrIV	+	231899	231909	19.636364	19.897676	57.822384
.	YDL128W	chrIV	+	233887	234311	14.734118	15.011258	43.622513
.	YDL127W	chrIV	+	235853	235863	41.000000	41.545612	120.730995
.	YDL126C	chrIV	-	236064	236157	112.414894	113.910866	331.023468
.	YDL125C	chrIV	-	238870	239019	58.419998	59.197433	172.026947
.	YDL122W	chrIV	+	244981	245078	7.867347	7.972043	23.166649
.	YDL117W	chrIV	+	251238	251250	6.076923	6.157792	17.894463
.	YDL116W	chrIV	+	253746	253839	2.627660	2.662628	7.737561
.	YDL115C	chrIV	-	253892	253995	11.346154	11.497145	33.410549
.	YDL113C	chrIV	-	256534	256633	5.790000	5.867051	17.049572
.	YDL112W	chrIV	+	263225	263322	12.969388	13.141978	38.190414
.	YDL111C	chrIV	-	263233	263313	0.000000	0.021004	0.061037
.	YDL110C	chrIV	-	264333	264512	68.772224	69.687416	202.510712
.	YDL109C	chrIV	-	265244	265258	12.266666	12.429906	36.121140
.	YDL105W	chrIV	+	273597	273614	3.944444	3.996936	11.615043
.	YDL103C	chrIV	-	274914	275148	7.387234	7.485541	21.752880
.	YDL102W	chrIV	+	280165	280177	52.923077	53.627357	155.840378
.	YDL100C	chrIV	-	281965	282112	100.500000	101.837410	295.938171
.	YDL098C	chrIV	-	284568	284581	90.785713	91.993851	267.332916
.	YDL095W	chrIV	+	289512	289810	10.755853	10.898988	31.672316
.	YDL093W	chrIV	+	292140	292208	17.884058	18.122051	52.662441
.	YDL092W	chrIV	+	293221	293251	192.741928	195.306870	567.559143
.	YDL090C	chrIV	-	294904	295034	5.625954	5.700822	16.566513
.	YDL089W	chrIV	+	298274	298291	2.055556	2.082911	6.052910
.	YDL087C	chrIV	-	300029	300214	6.887097	6.978747	20.280148
.	YDL085C-A	chrIV	-	301387	302464	129.969391	131.698975	382.715454
.	YDL086W	chrIV	+	302234	302422	0.000000	0.000000	0.000000
.	YDL085W	chrIV	+	304848	304867	1.050000	1.063973	3.091891
.	YDL084W	chrIV	+	306577	306609	64.303032	65.158752	189.350464
.	YDL081C	chrIV	-	308660	309802	576.853455	584.529968	1698.636353
.	YDL082W	chrIV	+	309388	309455	0.000000	0.001234	0.003587
.	YDL080C	chrIV	-	310600	310642	25.325581	25.662603	74.575180
.	YDL079C	chrIV	-	312707	312951	5.102041	5.169937	15.023767
.	YDL078C	chrIV	-	315120	315357	9.063025	9.183633	26.687513
.	YDL077C	chrIV	-	316893	316971	3.569620	3.617123	10.511312
.	YDL075W	chrIV	+	322988	323099	29.267857	29.657343	86.183838
.	YDL074C	chrIV	-	323893	324047	13.696774	13.879045	40.332321
.	YDL069C	chrIV	-	333105	333121	91.588234	92.807053	269.696045
.	YDL066W	chrIV	+	336121	337333	103.551529	104.942383	304.961182
.	YDL065C	chrIV	-	336203	336249	0.361702	0.366515	1.065089
.	YDL064W	chrIV	+	338070	338127	37.758621	38.261097	111.186241
.	YDL063C	chrIV	-	338260	338272	7.076923	7.171100	20.839121
.	YDL061C	chrIV	-	340324	340628	113.750816	115.264580	334.957306
.	YDL060W	chrIV	+	343985	344005	6.571429	6.658879	19.350615
.	YDL059C	chrIV	-	344034	344237	23.382353	23.693516	68.853043
.	YDL058W	chrIV	+	351037	351059	92.304344	93.532692	271.804749
.	YDL057W	chrIV	+	352420	352459	2.475000	2.507936	7.288030
.	YDL056W	chrIV	+	355378	355447	8.428572	8.540736	24.819265
.	YDL055C	chrIV	-	355663	355674	783.000000	793.419861	2305.667480
.	YDL052C	chrIV	-	362527	362672	47.417809	48.048824	139.629242
.	YDL048C	chrIV	-	366725	366739	314.200012	318.381256	925.211670
.	YDL047W	chrIV	+	370706	370806	83.326736	84.435616	245.368774
.	YDL046W	chrIV	+	371761	371772	96.666664	97.953064	284.650299
.	YDL045C	chrIV	-	372617	372688	37.180557	37.675339	109.484039
.	YDL044C	chrIV	-	373940	373967	1.035714	1.049497	3.049824
.	YDL043C	chrIV	-	375651	375680	6.633333	6.721607	19.532900
.	YDL040C	chrIV	-	378661	378874	10.640187	10.781783	31.331717
.	YDL039C	chrIV	-	381670	381985	6.727848	6.817379	19.811214
.	YDL036C	chrIV	-	387168	387513	9.812139	9.942715	28.893398
.	YDL030W	chrIV	+	399129	399248	3.800000	3.850569	11.189702
.	YDL028C	chrIV	-	400792	400997	7.766990	7.870350	22.871132
.	YDL025C	chrIV	-	405334	405344	12.454545	12.620286	36.674381
.	YDL024C	chrIV	-	408357	408451	4.368421	4.426554	12.863507
.	YDL022C-A	chrIV	-	409724	409808	3.870588	3.922096	11.397559
.	tA(AGC)D	chrIV	+	410451	410478	0.964286	0.977118	2.839493
.	YDL021W	chrIV	+	414888	415829	65.497879	66.369499	192.868881
.	YDL020C	chrIV	-	414894	415113	0.000000	0.000000	0.000000
.	YDL019C	chrIV	-	417453	417663	14.066351	14.253541	41.420597
.	YDL018C	chrIV	-	422820	422833	47.357143	47.987354	139.450607
.	YDL015C	chrIV	-	425742	426002	97.731804	99.032387	287.786804
.	YDL009C	chrIV	-	432912	432925	204.571426	207.293793	602.393005
.	YDL008W	chrIV	+	433994	434298	9.143647	9.265327	26.924917
.	tT(AGU)D	chrIV	-	434232	434264	0.000000	0.000000	0.000000
.	YDL007C-A	chrIV	-	436521	436567	0.978723	0.991747	2.882005
.	YDL007W	chrIV	+	439360	439491	42.212120	42.773861	124.300278
.	YDL006W	chrIV	+	440754	441210	32.838074	33.275070	96.696907
.	YDL005C	chrIV	-	440991	441014	0.000000	0.000000	0.000000
.	YDL003W	chrIV	+	446383	446760	17.912699	18.151073	52.746777
.	YDL002C	chrIV	-	446952	446967	31.125000	31.539200	91.652496
.	YDL001W	chrIV	+	449276	449386	4.747748	4.810929	13.980496
.	YDR001C	chrIV	-	450206	450220	4.200000	4.255892	12.367565
.	YDR009W	chrIV	+	464996	465015	2.700000	2.735930	7.950578
.	YDR010C	chrIV	-	465036	465051	2.000000	2.026615	5.889317
.	YDR012W	chrIV	+	472941	473122	8.692307	8.807981	25.595875
.	YDR014W	chrIV	+	475989	476144	7.512821	7.612799	22.122692
.	YDR014W-A	chrIV	+	478285	478322	12.842105	13.013002	37.815613
.	YDR017C	chrIV	-	479021	479115	32.831577	33.268490	96.677795
.	YDR018C	chrIV	-	482497	482670	1.827586	1.851907	5.381617
.	YDR019C	chrIV	-	483983	484163	17.745857	17.982012	52.255489
.	YDR022C	chrIV	-	487004	488072	21.688494	21.977116	63.865208
.	YDR021W	chrIV	+	488003	488053	0.000000	0.000000	0.000000
.	YDR025W	chrIV	+	492324	492681	36.541901	37.028183	107.603416
.	YDR026C	chrIV	-	492544	492556	0.000000	0.000000	0.000000
.	YDR027C	chrIV	-	494553	494649	3.113402	3.154834	9.167906
.	YDR030C	chrIV	-	501724	501753	1.366667	1.384854	4.024367
.	YDR031W	chrIV	+	503863	503883	37.047619	37.540634	109.092583
.	YDR034C	chrIV	-	509712	509737	11.346154	11.497145	33.410549
.	YDR034C-D	chrIV	-	513945	514043	18.337673	18.581703	53.998184
.	YDR034C-C	chrIV	-	517864	518040	41.774540	42.330463	123.011765
.	YDR034C-A	chrIV	-	520497	520516	0.950000	0.962642	2.797426
.	tQ(UUG)D1	chrIV	+	521043	521063	1.380952	1.399329	4.066432
.	YDR034W-B	chrIV	+	521469	521600	6.939394	7.031741	20.434145
.	YDR038C	chrIV	-	527406	527422	24.411764	24.736629	71.884315
.	YDR041W	chrIV	+	540414	540425	105.250000	106.650620	309.925293
.	YDR042C	chrIV	-	540502	540601	6.080000	6.160910	17.903522
.	snR47	chrIV	-	541476	541602	14.637790	14.832591	43.103313
.	YDR044W	chrIV	+	547628	547642	57.266666	58.028751	168.630768
.	YDR046C	chrIV	-	548718	548762	32.111111	32.538433	94.556252
.	YDR049W	chrIV	+	555152	555170	15.894737	16.106258	46.804569
.	YDR051C	chrIV	-	556772	557056	12.975439	13.148111	38.208237
.	YDR052C	chrIV	-	558255	558511	23.634241	23.948757	69.594772
.	YDR055W	chrIV	+	564861	564871	24.818182	25.148453	73.081070
.	YDR057W	chrIV	+	567555	567885	21.842901	22.133577	64.319885
.	YDR058C	chrIV	-	567703	567723	0.000000	0.000000	0.000000
.	tD(GUC)D	chrIV	+	569035	569049	4.187500	4.243226	12.330757
.	YDR061W	chrIV	+	575783	575921	20.043165	20.309893	59.020279
.	YDR062W	chrIV	+	578159	578177	20.000000	20.266151	58.893169
.	YDR064W	chrIV	+	580452	580571	43.849998	44.433537	129.123276
.	YDR065W	chrIV	+	581784	581797	12.277003	12.593966	36.597900
.	YDR066C	chrIV	-	581864	581908	21.066668	21.347015	62.034142
.	YDR067C	chrIV	-	582266	582791	27.385931	27.750374	80.642212
.	YDR068W	chrIV	+	584645	584693	6.244898	6.328002	18.389091
.	YDR071C	chrIV	-	588632	588827	41.489796	42.041931	122.173286
.	YDR072C	chrIV	-	589672	589761	12.644444	12.812712	37.233570
.	YDR074W	chrIV	+	596583	596850	56.570896	57.323719	166.581970
.	YDR075W	chrIV	+	598082	598144	5.349206	5.420391	15.751584
.	YDR077W	chrIV	+	601809	601848	239.100006	242.281830	704.067749
.	YDR079W	chrIV	+	603399	603430	48.343750	48.987087	142.355835
.	YDR080W	chrIV	+	606986	607080	9.957894	10.090411	29.322599
.	YDR081C	chrIV	-	607272	607304	4.696970	4.759476	13.830973
.	YDR082W	chrIV	+	611925	611938	33.500000	33.945808	98.646065
.	YDR084C	chrIV	-	613212	613405	12.917526	13.089428	38.037701
.	YDR083W	chrIV	+	613251	613378	0.000000	5.162995	15.003594
.	YDR087C	chrIV	-	617316	617470	16.077419	16.291372	47.342506
.	YDR091C	chrIV	-	626694	626708	106.599998	108.018585	313.900574
.	YDR092W	chrIV	+	630605	630725	13.966942	14.152809	41.127872
.	YDR093W	chrIV	+	636120	636149	0.966667	0.979531	2.846504
.	YDR096W	chrIV	+	639823	639882	6.216667	6.299396	18.305962
.	YDR098C	chrIV	-	644165	644178	10.928572	11.074004	32.180912
.	tQ(UUG)D2	chrIV	-	645122	645153	0.968750	0.981642	2.852638
.	YDR098C-B	chrIV	-	645757	645858	23.072304	23.379341	67.940056
.	YDR099W	chrIV	+	654428	654840	147.319611	149.280090	433.806000
.	YDR101C	chrIV	-	655613	655686	6.270270	6.353712	18.463802
.	YDR103W	chrIV	+	661103	661144	5.002924	5.693824	16.546177
.	YDR104C	chrIV	-	661148	661173	12.192307	12.783266	37.147999
.	YDR105C	chrIV	-	665325	665349	24.320000	24.643641	71.614090
.	YDR106W	chrIV	+	667858	667881	2.791667	2.828817	8.220506
.	YDR109C	chrIV	-	673438	673520	7.313253	7.410575	21.535032
.	YDR110W	chrIV	+	677802	678001	13.615000	13.796183	40.091526
.	YDR113C	chrIV	-	680207	680496	6.975862	7.068694	20.541531
.	YDR115W	chrIV	+	682492	682514	39.043480	39.563057	114.969711
.	YDR118W	chrIV	+	687840	688047	10.548077	10.688446	31.060484
.	YDR119W	chrIV	+	690533	690593	5.918033	5.996788	17.426586
.	YDR121W	chrIV	+	694175	694282	23.268518	23.578167	68.517838
.	YDR122W	chrIV	+	697894	697908	36.933334	37.424828	108.756058
.	YDR123C	chrIV	-	698532	698554	52.000000	52.691994	153.122238
.	YDR124W	chrIV	+	701289	701323	7.342857	7.440573	21.622206
.	YDR126W	chrIV	+	704244	704269	4.038462	4.092205	11.891891
.	YDR127W	chrIV	+	709250	709417	4.523809	4.584010	13.321073
.	YDR130C	chrIV	-	715580	715747	6.636905	6.725226	19.543419
.	YDR131C	chrIV	-	716715	716790	14.434211	14.626296	42.503822
.	YDR135C	chrIV	-	722548	723004	9.400437	9.525535	27.681076
.	YDR137W	chrIV	+	730250	730421	7.040698	7.134393	20.732450
.	YDR139C	chrIV	-	733597	733618	126.000000	127.676758	371.026947
.	YDR140W	chrIV	+	734803	735016	25.046728	25.380043	73.754066
.	YDR141C	chrIV	-	734887	734901	0.000000	0.000000	0.000000
.	YDR142C	chrIV	-	740444	740473	1.266667	1.283523	3.729902
.	YDR143C	chrIV	-	741963	742042	6.425000	6.510501	18.919430
.	YDR144C	chrIV	-	744268	744311	7.977273	8.083431	23.490343
.	YDR145W	chrIV	+	748357	748471	17.834784	18.072121	52.517345
.	YDR146C	chrIV	-	748547	748613	9.268657	9.392001	27.293028
.	YDR151C	chrIV	-	763909	764178	13.259259	13.435708	39.043987
.	YDR152W	chrIV	+	766503	766623	7.181818	7.277390	21.148001
.	YDR155C	chrIV	-	768239	768512	311.733582	315.882019	917.948853
.	YDR156W	chrIV	+	769938	770057	32.599998	33.033829	95.995872
.	YDR159W	chrIV	+	775782	775943	1.160494	1.175937	3.417259
.	YDR161W	chrIV	+	780206	780329	9.491936	9.618250	27.950510
.	YDR163W	chrIV	+	781950	782133	30.195652	30.597485	88.915878
.	YDR164C	chrIV	-	781958	782041	0.000000	0.000000	0.000000
.	YDR166C	chrIV	-	786119	786306	13.750000	13.932980	40.489052
.	YDR165W	chrIV	+	786205	786287	0.000000	0.000000	0.000000
.	YDR167W	chrIV	+	790069	790251	15.825136	16.035732	46.599621
.	YDR168W	chrIV	+	791848	792288	20.759638	21.035898	61.130043
.	YDR169C	chrIV	-	792333	792348	2.250000	2.279942	6.625482
.	YDR170C	chrIV	-	796128	796193	85.136360	86.269318	250.697495
.	YDR170W-A	chrIV	+	804517	804529	13.313702	13.490875	39.204304
.	YDR171W	chrIV	+	807748	807831	39.059525	39.579315	115.016953
.	YDR174W	chrIV	+	812850	814193	74.546127	75.538162	219.512909
.	YDR175C	chrIV	-	812859	813193	0.000000	0.000000	0.000000
.	YDR176W	chrIV	+	816560	816788	12.397380	12.562359	36.506050
.	YDR177W	chrIV	+	817525	817672	76.520271	77.538567	225.326065
.	YDR178W	chrIV	+	818495	819236	44.254719	44.843643	130.315033
.	YDR182W-A	chrIV	+	829354	829425	4.888889	4.953948	14.396108
.	YDR183W	chrIV	+	830277	830413	9.109489	9.230715	26.824333
.	YDR186C	chrIV	-	832736	832859	45.548386	46.154526	134.124435
.	YDR188W	chrIV	+	838061	838079	44.263157	44.852196	130.339874
.	YDR189W	chrIV	+	840392	840737	79.554916	80.613609	234.262070
.	YDR190C	chrIV	-	840594	840604	0.000000	0.000000	0.000000
.	YDR191W	chrIV	+	843449	843462	1.785714	1.809478	5.258318
.	YDR192C	chrIV	-	843538	843569	5.718750	5.794853	16.839766
.	YDR195W	chrIV	+	850200	850212	27.384615	27.749039	80.638336
.	YDR202C	chrIV	-	856775	856898	12.475806	12.641829	36.736988
.	YDR204W	chrIV	+	859144	859275	33.628788	34.076309	99.025291
.	YDR205W	chrIV	+	861520	861633	1.701754	1.724400	5.011084
.	YDR207C	chrIV	-	864995	865012	3.055556	3.096218	8.997569
.	YDR208W	chrIV	+	870563	870603	1.560976	1.581749	4.596541
.	YDR209C	chrIV	-	871002	871036	9.600000	9.727753	28.268721
.	YDR210W	chrIV	+	871301	871814	64.477112	65.335144	189.863068
.	YDR210W-A	chrIV	+	873428	873604	45.218086	45.819836	133.151840
.	YDR210W-B	chrIV	+	877425	877520	18.899740	19.151251	55.653278
.	YDR210C-D	chrIV	-	878558	878659	22.736214	23.038778	66.950386
.	YDR211W	chrIV	+	886865	887074	49.033333	49.685852	144.386414
.	YDR212W	chrIV	+	888911	889138	16.802631	17.026237	49.478016
.	YDR217C	chrIV	-	899407	899551	7.600000	7.701138	22.379404
.	YDR218C	chrIV	-	903769	903781	0.923077	0.935361	2.718147
.	YDR257C	chrIV	-	969975	969990	69.187500	70.108223	203.733566
.	YDR258C	chrIV	-	971749	971808	48.766666	49.415634	143.601181
.	YDR259C	chrIV	-	974348	974631	6.616197	6.704243	19.482441
.	YDR261C	chrIV	-	977447	977521	13.800000	13.983645	40.636288
.	YDR261W-B	chrIV	+	986775	986877	20.604521	20.878717	60.673271
.	YDR261C-D	chrIV	-	987521	987534	40.571430	41.111336	119.469009
